,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,Time
5.384,-2.465371,3.621536,550.30326,-59.157806,0.869793,-0.203106,-0.001581,-0.1075,2.796
5.385,-2.465094,3.623288,550.644035,-59.223486,0.870399,-0.179151,-0.001581,-0.107553,2.797
5.386,-2.464902,3.622391,550.474705,-59.190851,0.893166,-0.145453,-0.001623,-0.107527,2.798
5.387,-2.465813,3.622223,550.818411,-59.190762,0.893265,-0.145402,-0.001622,-0.10746,2.799
5.388,-2.46541,3.622606,550.646491,-59.223622,0.870215,-0.145506,-0.00158,-0.107553,2.8
5.389,-2.642039,3.712411,550.643559,-59.227467,0.862096,-0.13364,-0.001566,-0.10756,2.801
5.39,-2.642548,3.622639,550.817607,-59.190213,0.838738,-0.145537,-0.001523,-0.107459,2.802
5.391,-2.554597,3.62232,550.648075,-59.157798,0.819765,-0.128784,-0.001489,-0.107433,2.803
5.392,-2.642987,3.711986,550.816548,-59.128943,0.839013,-0.133616,-0.001523,-0.107348,2.804
5.393,-2.554282,3.623002,550.645618,-59.157663,0.819949,-0.162428,-0.001489,-0.107433,2.805
5.394,-2.642857,3.534804,550.645149,-59.153404,0.815749,-0.133611,-0.001481,-0.107426,2.806
5.395,-2.554934,3.533983,550.819012,-59.12084,0.842932,-0.116665,-0.00153,-0.107333,2.807
5.396,-2.46627,3.621881,550.650017,-59.158093,0.823898,-0.111942,-0.001496,-0.107433,2.808
5.397,-2.554597,3.62232,550.648075,-59.157798,0.819765,-0.128784,-0.001489,-0.107433,2.809
5.398,-2.642583,3.712369,550.644628,-59.161802,0.815963,-0.13372,-0.001482,-0.107441,2.81
5.399,-2.465546,3.624221,550.645074,-59.158158,0.824532,-0.121666,-0.001497,-0.107434,2.811
5.4,-2.46603,3.623377,550.820075,-59.125339,0.801322,-0.088014,-0.001455,-0.107341,2.812
5.401,-2.554357,3.623815,550.818132,-59.125044,0.797189,-0.104856,-0.001447,-0.10734,2.813
5.402,-2.554357,3.623815,550.818132,-59.125044,0.797189,-0.104856,-0.001447,-0.10734,2.814
5.403,-2.643102,3.801255,550.646651,-59.100572,0.769978,-0.088251,-0.001398,-0.107329,2.815
5.404,-2.466877,3.711067,550.821503,-59.063868,0.801147,-0.100012,-0.001454,-0.107229,2.816
5.405,-2.466369,3.710852,550.649717,-59.031098,0.824098,-0.099959,-0.001497,-0.107203,2.817
5.406,-2.466028,3.800463,550.648213,-59.035396,0.82443,-0.088053,-0.001497,-0.107211,2.818
5.407,-2.555519,3.710823,550.822017,-59.063709,0.796829,-0.08321,-0.001447,-0.107228,2.819
5.408,-2.466877,3.711067,550.821503,-59.063868,0.801147,-0.100012,-0.001454,-0.107229,2.82
5.409,-2.466468,3.712724,550.819016,-59.064068,0.801597,-0.076092,-0.001455,-0.10723,2.821
5.41,-2.465624,3.800846,550.476293,-59.068256,0.80138,-0.088158,-0.001456,-0.107304,2.822
5.411,-2.466473,3.71145,550.649583,-59.096728,0.778097,-0.100117,-0.001413,-0.107322,2.823
5.412,-2.466508,3.80118,550.476604,-59.068317,0.755322,-0.0883,-0.001372,-0.107304,2.824
5.413,-2.555178,3.800434,550.820513,-59.068008,0.797161,-0.071304,-0.001447,-0.107236,2.825
5.414,-2.554707,3.712863,550.64761,-59.096768,0.774229,-0.059394,-0.001406,-0.107322,2.826
5.415,-2.466028,3.800463,550.648213,-59.035396,0.82443,-0.088053,-0.001497,-0.107211,2.827
5.416,-2.465453,3.712295,550.475444,-58.998527,0.847499,-0.075985,-0.00154,-0.107177,2.828
5.417,-2.465352,3.80041,550.303883,-59.035581,0.870406,-0.088008,-0.001582,-0.107278,2.829
5.418,-2.466745,3.710972,550.478242,-58.998388,0.800991,-0.100047,-0.001455,-0.107177,2.83
5.419,-2.377166,3.800312,550.134975,-59.003071,0.805357,-0.071351,-0.001464,-0.107252,2.831
5.42,-2.377098,3.712359,550.133992,-58.998972,0.805475,-0.059337,-0.001464,-0.107245,2.832
5.421,-2.465426,3.712797,550.132049,-58.998677,0.801342,-0.076178,-0.001457,-0.107245,2.833
5.422,-2.377843,3.622365,550.307416,-58.961813,0.828193,-0.071137,-0.001505,-0.107143,2.834
5.423,-2.378351,3.62258,550.479202,-58.994584,0.805242,-0.071191,-0.001463,-0.10717,2.835
5.424,-2.37744,3.622748,550.135496,-58.994673,0.805143,-0.071242,-0.001464,-0.107237,2.836
5.425,-2.377306,3.71264,549.789973,-58.999217,0.805393,-0.059434,-0.001465,-0.107312,2.837
5.426,-2.377675,3.622527,550.134872,-58.994768,0.851218,-0.071146,-0.001547,-0.107237,2.838
5.427,-2.37758,3.535075,549.790494,-58.990819,0.805179,-0.059325,-0.001465,-0.107297,2.839
5.428,-2.37866,3.534746,550.306744,-58.957775,0.782253,-0.059265,-0.001421,-0.107136,2.84
5.429,-2.377647,3.623029,549.791477,-58.994918,0.805061,-0.071339,-0.001464,-0.107304,2.841
5.43,-2.466002,3.622965,550.132929,-58.994473,0.847085,-0.087988,-0.00154,-0.107237,2.842
5.431,-2.376865,3.534579,549.962727,-58.957804,0.828211,-0.059174,-0.001506,-0.107203,2.843
5.432,-2.377101,3.534358,549.962103,-58.957899,0.874287,-0.059078,-0.00159,-0.107204,2.844
5.433,-2.465601,3.445347,549.78912,-58.986259,0.892848,-0.087834,-0.001624,-0.107289,2.845
5.434,-2.465601,3.445347,549.78912,-58.986259,0.892848,-0.087834,-0.001624,-0.107289,2.846
5.435,-2.465601,3.445347,549.78912,-58.986259,0.892848,-0.087834,-0.001624,-0.107289,2.847
5.436,-2.376897,3.44479,549.962537,-59.019264,0.920088,-0.070903,-0.001673,-0.107315,2.848
5.437,-2.376897,3.44479,549.962537,-59.019264,0.920088,-0.070903,-0.001673,-0.107315,2.849
5.438,-2.466512,3.44518,550.132826,-58.98617,0.892947,-0.087782,-0.001623,-0.107222,2.85
5.439,-2.465561,3.356892,550.131532,-58.982011,0.939123,-0.075626,-0.001707,-0.107214,2.851
5.44,-2.465801,3.355396,549.961474,-59.014765,0.961699,-0.099554,-0.001749,-0.107307,2.852
5.441,-2.46597,3.355235,550.134018,-58.981811,0.938673,-0.099546,-0.001706,-0.107214,2.853
5.442,-2.465903,3.267281,550.133035,-58.977712,0.938791,-0.087531,-0.001706,-0.107206,2.854
5.443,-2.466138,3.26706,550.132411,-58.977807,0.984867,-0.087435,-0.00179,-0.107207,2.855
5.444,-2.465969,3.267222,549.959867,-59.010762,1.007892,-0.087444,-0.001833,-0.1073,2.856
5.445,-2.465734,3.267443,549.960491,-59.010667,0.961817,-0.08754,-0.001749,-0.1073,2.857
5.446,-2.377091,3.267687,549.959977,-59.010826,0.966134,-0.104342,-0.001757,-0.1073,2.858
5.447,-2.377091,3.267687,549.959977,-59.010826,0.966134,-0.104342,-0.001757,-0.1073,2.859
5.448,-2.465969,3.267222,549.959867,-59.010762,1.007892,-0.087444,-0.001833,-0.1073,2.86
5.449,-2.465499,3.179651,549.786964,-59.039522,0.98496,-0.075534,-0.001792,-0.107386,2.861
5.45,-2.466138,3.26706,550.132411,-58.977807,0.984867,-0.087435,-0.00179,-0.107207,2.862
5.451,-2.465995,3.178293,549.958914,-59.006327,1.007745,-0.132993,-0.001832,-0.107292,2.863
5.452,-2.378072,3.177472,550.132777,-58.973762,1.034928,-0.116047,-0.001881,-0.107199,2.864
5.453,-2.377668,3.177855,549.960857,-59.006622,1.011878,-0.116151,-0.00184,-0.107292,2.865
5.454,-2.555616,3.265835,550.304117,-59.010178,1.003408,-0.128154,-0.001823,-0.107232,2.866
5.455,-2.46739,3.177281,550.477621,-58.973419,0.984634,-0.09929,-0.001789,-0.107131,2.867
5.456,-2.466987,3.177664,550.305701,-59.006279,0.961584,-0.099394,-0.001747,-0.107225,2.868
5.457,-2.378344,3.177908,550.305187,-59.006438,0.965901,-0.116197,-0.001755,-0.107225,2.869
5.458,-2.554906,3.179759,550.301272,-59.006184,0.957901,-0.092316,-0.001741,-0.107225,2.87
5.459,-2.378344,3.177908,550.305187,-59.006438,0.965901,-0.116197,-0.001755,-0.107225,2.871
5.46,-2.378747,3.177525,550.477107,-58.973578,0.988951,-0.116092,-0.001797,-0.107132,2.872
5.461,-2.467898,3.177496,550.649407,-59.00619,0.961683,-0.099343,-0.001746,-0.107157,2.873
5.462,-2.379631,3.17786,550.477418,-58.973639,0.942893,-0.116234,-0.001713,-0.107132,2.874
5.463,-2.37929,3.26747,550.475914,-58.977938,0.943225,-0.104328,-0.001713,-0.10714,2.875
5.464,-2.467933,3.267226,550.476428,-58.977779,0.938908,-0.087526,-0.001706,-0.10714,2.876
5.465,-2.37929,3.26747,550.475914,-58.977938,0.943225,-0.104328,-0.001713,-0.10714,2.877
5.466,-2.379357,3.355424,550.476897,-58.982037,0.943107,-0.116343,-0.001713,-0.107147,2.878
5.467,-2.379357,3.355424,550.476897,-58.982037,0.943107,-0.116343,-0.001713,-0.107147,2.879
5.468,-2.3798,3.443497,550.306405,-58.953426,0.919882,-0.128446,-0.001672,-0.107128,2.88
5.469,-2.379863,3.532725,550.476821,-58.924865,0.943264,-0.116436,-0.001714,-0.107043,2.881
5.47,-2.379627,3.532946,550.477445,-58.92477,0.897189,-0.116532,-0.00163,-0.107043,2.882
5.471,-2.467658,3.444791,550.475908,-58.986177,0.939122,-0.087635,-0.001706,-0.107155,2.883
5.472,-2.467827,3.444629,550.648452,-58.953222,0.916096,-0.087627,-0.001664,-0.107061,2.884
5.473,-2.379627,3.532946,550.477445,-58.92477,0.897189,-0.116532,-0.00163,-0.107043,2.885
5.474,-2.467668,3.445036,549.961796,-58.887891,0.869783,-0.087855,-0.001582,-0.107076,2.886
5.475,-2.467929,3.622313,550.476456,-58.92891,0.893203,-0.087824,-0.001623,-0.107051,2.887
5.476,-2.379286,3.622557,550.475942,-58.929069,0.897521,-0.104626,-0.00163,-0.107051,2.888
5.477,-2.379286,3.622557,550.475942,-58.929069,0.897521,-0.104626,-0.00163,-0.107051,2.889
5.478,-2.378779,3.622342,550.304156,-58.896299,0.920471,-0.104573,-0.001673,-0.107025,2.89
5.479,-2.379494,3.622838,550.131923,-58.929314,0.897439,-0.104724,-0.001631,-0.107119,2.891
5.48,-2.379494,3.622838,550.131923,-58.929314,0.897439,-0.104724,-0.001631,-0.107119,2.892
5.481,-2.469086,3.445083,550.477288,-58.920573,0.846931,-0.087857,-0.001539,-0.107035,2.893
5.482,-2.556401,3.533804,549.960078,-58.957421,0.865607,-0.116773,-0.001574,-0.107203,2.894
5.483,-2.467184,3.44588,549.786795,-58.920711,0.892993,-0.121508,-0.001624,-0.10717,2.895
5.484,-2.468175,3.445251,550.133582,-58.920662,0.846832,-0.087908,-0.001539,-0.107102,2.896
5.485,-2.556334,3.44585,549.959095,-58.953322,0.865725,-0.104759,-0.001574,-0.107196,2.897
5.486,-2.467499,3.445197,549.789252,-58.920846,0.892809,-0.087863,-0.001624,-0.10717,2.898
5.487,-2.467972,3.355682,550.134016,-58.982028,0.892633,-0.099734,-0.001623,-0.107214,2.899
5.488,-2.556608,3.268286,549.959616,-58.944924,0.86551,-0.10465,-0.001574,-0.10718,2.9
5.489,-2.556608,3.268286,549.959616,-58.944924,0.86551,-0.10465,-0.001574,-0.10718,2.901
5.49,-2.468281,3.267848,549.961558,-58.945219,0.869644,-0.087808,-0.001581,-0.107181,2.902
5.491,-2.645251,3.268042,549.96013,-58.944765,0.861193,-0.087847,-0.001566,-0.10718,2.903
5.492,-2.55644,3.268448,549.787072,-58.977879,0.888536,-0.104658,-0.001616,-0.107274,2.904
5.493,-2.55695,3.178675,549.961119,-58.940625,0.865178,-0.116555,-0.001573,-0.107172,2.905
5.494,-2.644873,3.179496,549.787256,-58.97319,0.837995,-0.133502,-0.001524,-0.107265,2.906
5.495,-2.645189,3.178814,549.789713,-58.973325,0.837811,-0.099858,-0.001524,-0.107265,2.907
5.496,-2.556479,3.091104,549.788216,-58.969386,0.842246,-0.104645,-0.001532,-0.107258,2.908
5.497,-2.644638,3.091704,549.61373,-59.002046,0.861139,-0.121496,-0.001567,-0.107352,2.909
5.498,-2.556479,3.091104,549.788216,-58.969386,0.842246,-0.104645,-0.001532,-0.107258,2.91
5.499,-2.556986,3.091319,549.960002,-59.002157,0.819295,-0.104699,-0.00149,-0.107284,2.911
5.5,-2.556515,3.003748,549.787099,-59.030917,0.796363,-0.092789,-0.001448,-0.107371,2.912
5.501,-2.645461,3.091236,549.787972,-59.034952,0.838004,-0.087905,-0.001524,-0.107378,2.913
5.502,-2.644891,3.001793,549.44577,-59.030742,0.837573,-0.099862,-0.001524,-0.107437,2.914
5.503,-2.645163,2.914216,549.444029,-59.092368,0.837765,-0.087909,-0.001525,-0.107549,2.915
5.504,-2.645331,2.914055,549.616573,-59.059414,0.81474,-0.087901,-0.001482,-0.107456,2.916
5.505,-2.556861,2.82485,549.445019,-59.088229,0.841751,-0.116617,-0.001532,-0.107542,2.917
5.506,-2.645357,2.825126,549.61562,-59.054979,0.814592,-0.133451,-0.001482,-0.107448,2.918
5.507,-2.733831,2.825044,549.44359,-59.087775,0.8333,-0.116657,-0.001517,-0.107541,2.919
5.508,-2.644996,2.824391,549.273747,-59.055299,0.860384,-0.099761,-0.001566,-0.107515,2.92
5.509,-2.645845,2.734995,549.447036,-59.083771,0.837101,-0.111721,-0.001524,-0.107533,2.921
5.51,-2.646353,2.735209,549.618822,-59.116541,0.814151,-0.111774,-0.001481,-0.107559,2.922
5.511,-2.734105,2.647479,549.444111,-59.079377,0.833086,-0.116548,-0.001516,-0.107526,2.923
5.512,-2.733702,2.647862,549.272191,-59.112236,0.810036,-0.116652,-0.001475,-0.107619,2.924
5.513,-2.645716,2.557813,549.275637,-59.108233,0.813837,-0.111716,-0.001482,-0.107611,2.925
5.514,-2.645716,2.557813,549.275637,-59.108233,0.813837,-0.111716,-0.001482,-0.107611,2.926
5.515,-2.645716,2.557813,549.275637,-59.108233,0.813837,-0.111716,-0.001482,-0.107611,2.927
5.516,-2.734209,2.648077,549.443977,-59.145007,0.787085,-0.116706,-0.001433,-0.107645,2.928
5.517,-2.734859,2.470631,549.273022,-59.1039,0.763764,-0.116686,-0.00139,-0.107604,2.929
5.518,-2.646698,2.560019,549.445248,-59.141264,0.745278,-0.087992,-0.001356,-0.107638,2.93
5.519,-2.646322,2.559899,549.616723,-59.173974,0.768385,-0.087903,-0.001398,-0.107664,2.931
5.52,-2.646287,2.470169,549.789701,-59.202385,0.791161,-0.09972,-0.001439,-0.107682,2.932
5.521,-2.646354,2.558123,549.790684,-59.206483,0.791043,-0.111735,-0.001439,-0.107689,2.933
5.522,-2.734211,2.47099,549.615838,-59.234949,0.763977,-0.116667,-0.00139,-0.107775,2.934
5.523,-2.645603,2.560964,549.442346,-59.206698,0.74552,-0.121652,-0.001357,-0.107758,2.935
5.524,-2.64626,2.470671,549.446306,-59.202535,0.745003,-0.099913,-0.001356,-0.107749,2.936
5.525,-2.558168,2.558025,549.621776,-59.173974,0.725993,-0.095078,-0.001321,-0.107663,2.937
5.526,-2.557932,2.470233,549.448249,-59.20283,0.749137,-0.083072,-0.001363,-0.10775,2.938
5.527,-2.646767,2.470886,549.618092,-59.235305,0.722053,-0.099967,-0.001314,-0.107775,2.939
5.528,-2.647003,2.558678,549.791619,-59.206449,0.698909,-0.111973,-0.001271,-0.107689,2.94
5.529,-2.64751,2.558893,549.963405,-59.23922,0.675958,-0.112027,-0.001229,-0.107715,2.941
5.53,-2.646426,2.560497,549.616589,-59.239604,0.722385,-0.088061,-0.001314,-0.107784,2.942
5.531,-2.647,2.648665,549.789357,-59.276473,0.699316,-0.100129,-0.001272,-0.107817,2.943
5.532,-2.647035,2.738395,549.616379,-59.248063,0.676541,-0.088312,-0.001231,-0.107799,2.944
5.533,-2.647037,2.648408,549.61864,-59.178038,0.676134,-0.100156,-0.00123,-0.107671,2.945
5.534,-2.558775,2.825911,549.619304,-59.252456,0.680556,-0.083485,-0.001238,-0.107806,2.946
5.535,-2.559282,2.826126,549.79109,-59.285227,0.657605,-0.083539,-0.001196,-0.107832,2.947
5.536,-2.558943,2.825749,549.791848,-59.219502,0.65753,-0.083477,-0.001196,-0.107713,2.948
5.537,-2.558602,2.91536,549.790345,-59.223801,0.657862,-0.071571,-0.001197,-0.107721,2.949
5.538,-2.470063,2.916201,549.789697,-59.28959,0.616179,-0.088532,-0.001121,-0.10784,2.95
5.539,-2.469996,2.828248,549.788714,-59.285491,0.616297,-0.076517,-0.001121,-0.107833,2.951
5.54,-2.559109,2.915575,549.962131,-59.256571,0.634911,-0.071625,-0.001154,-0.107747,2.952
5.541,-2.55925,2.915915,549.79128,-59.223766,0.565728,-0.07181,-0.001029,-0.10772,2.953
5.542,-2.559758,2.91613,549.963066,-59.256537,0.542777,-0.071863,-0.000987,-0.107746,2.954
5.543,-2.559213,2.916172,549.961997,-59.322201,0.58891,-0.071783,-0.001071,-0.107866,2.955
5.544,-2.559213,2.916172,549.961997,-59.322201,0.58891,-0.071783,-0.001071,-0.107866,2.956
5.545,-2.559213,2.916172,549.961997,-59.322201,0.58891,-0.071783,-0.001071,-0.107866,2.957
5.546,-2.47057,2.916416,549.961483,-59.322361,0.593228,-0.088585,-0.001079,-0.107866,2.958
5.547,-2.559379,3.005998,550.132279,-59.359271,0.566291,-0.059931,-0.001029,-0.1079,2.959
5.548,-2.55928,3.004126,549.96298,-59.3263,0.588792,-0.083798,-0.001071,-0.107873,2.96
5.549,-2.383295,2.91615,550.13628,-59.289762,0.528277,-0.071877,-0.00096,-0.107773,2.961
5.55,-2.471534,2.916289,549.964875,-59.322462,0.50091,-0.055179,-0.000911,-0.107866,2.962
5.551,-2.382515,2.916414,550.135835,-59.355331,0.528334,-0.071893,-0.00096,-0.107892,2.963
5.552,-2.382854,2.91679,550.135077,-59.421057,0.528409,-0.071955,-0.000961,-0.108012,2.964
5.553,-2.383085,3.005857,550.478038,-59.359541,0.528765,-0.059936,-0.000961,-0.107833,2.965
5.554,-2.383934,2.916461,550.651327,-59.388013,0.505482,-0.071896,-0.000918,-0.10785,2.966
5.555,-2.383525,2.918118,550.648841,-59.388213,0.505932,-0.047975,-0.000919,-0.107851,2.967
5.556,-2.384037,2.917058,550.651193,-59.453643,0.459482,-0.072054,-0.000834,-0.10797,2.968
5.557,-2.384037,2.917058,550.651193,-59.453643,0.459482,-0.072054,-0.000834,-0.10797,2.969
5.558,-2.384164,2.918428,551.163888,-59.486464,0.483138,-0.047994,-0.000877,-0.107929,2.97
5.559,-2.384674,2.828655,551.337936,-59.44921,0.45978,-0.059891,-0.000834,-0.107827,2.971
5.56,-2.296346,2.828217,551.339878,-59.449505,0.463913,-0.043049,-0.000841,-0.107827,2.972
5.561,-2.295732,2.918306,551.509716,-59.552144,0.441351,-0.031213,-0.0008,-0.10798,2.973
5.562,-2.296074,2.828695,551.511219,-59.547845,0.441019,-0.043119,-0.0008,-0.107972,2.974
5.563,-2.29645,2.828815,551.339744,-59.515135,0.417912,-0.043207,-0.000758,-0.107946,2.975
5.564,-2.296383,2.740861,551.338761,-59.511037,0.41803,-0.031193,-0.000758,-0.107939,2.976
5.565,-2.296957,2.829029,551.51153,-59.547906,0.394961,-0.043261,-0.000716,-0.107972,2.977
5.566,-2.296581,2.82891,551.683005,-59.580616,0.418068,-0.043172,-0.000758,-0.107998,2.978
5.567,-2.119544,2.740762,551.683451,-59.576971,0.426637,-0.031118,-0.000773,-0.107991,2.979
5.568,-2.120088,2.74072,551.68452,-59.511307,0.380504,-0.031198,-0.00069,-0.107872,2.98
5.569,-2.20839,2.830086,551.68353,-59.515446,0.376519,-0.00249,-0.000682,-0.10788,2.981
5.57,-2.208081,2.917921,551.855988,-59.552255,0.399508,-0.014416,-0.000724,-0.107913,2.982
5.571,-2.208457,2.91804,551.684513,-59.519545,0.376401,-0.014505,-0.000682,-0.107887,2.983
5.572,-2.208757,2.917974,552.200318,-59.552071,0.353531,-0.014461,-0.00064,-0.107845,2.984
5.573,-2.208286,2.830403,552.027415,-59.580832,0.330599,-0.002552,-0.000599,-0.107931,2.985
5.574,-2.209133,2.918093,552.028843,-59.519361,0.330424,-0.01455,-0.000599,-0.107819,2.986
5.575,-2.209133,2.918093,552.028843,-59.519361,0.330424,-0.01455,-0.000599,-0.107819,2.987
5.576,-2.20896,3.007542,552.199884,-59.490705,0.30773,-0.002636,-0.000557,-0.107734,2.988
5.577,-2.120464,3.007266,552.029282,-59.523955,0.334889,0.014197,-0.000607,-0.107828,2.989
5.578,-2.209275,3.00686,552.202341,-59.490841,0.307546,0.031008,-0.000557,-0.107734,2.99
5.579,-2.208766,3.096632,552.028293,-59.528095,0.330904,0.042905,-0.000599,-0.107835,2.991
5.58,-2.209193,3.185322,552.371149,-59.531874,0.284993,-0.002798,-0.000516,-0.107775,2.992
5.581,-2.209193,3.185322,552.371149,-59.531874,0.284993,-0.002798,-0.000516,-0.107775,2.993
5.582,-2.297262,3.096909,552.198894,-59.494845,0.303745,0.026072,-0.00055,-0.107742,2.994
5.583,-2.297432,3.18546,552.199743,-59.564574,0.257626,0.013899,-0.000467,-0.107868,2.995
5.584,-2.120086,3.185147,552.372647,-59.597738,0.289184,0.014027,-0.000524,-0.107894,2.996
5.585,-2.209038,3.097068,552.200703,-59.56077,0.261877,0.042756,-0.000474,-0.107861,2.997
5.586,-2.209275,3.00686,552.202341,-59.490841,0.307546,0.031008,-0.000557,-0.107734,2.998
5.587,-2.208934,3.096471,552.200837,-59.49514,0.307878,0.042914,-0.000558,-0.107742,2.999
5.588,-2.209414,3.097188,552.029228,-59.52806,0.23877,0.042667,-0.000433,-0.107835,3
5.589,-2.209885,3.184759,552.202131,-59.4993,0.261702,0.030757,-0.000474,-0.107749,3.001
5.59,-2.209649,3.096967,552.028604,-59.528155,0.284846,0.042763,-0.000516,-0.107835,3.002
5.591,-2.209818,3.096805,552.201148,-59.495201,0.26182,0.042772,-0.000474,-0.107742,3.003
5.592,-2.209754,3.184663,551.85887,-59.433819,0.261546,0.030722,-0.000474,-0.107697,3.004
5.593,-2.209518,3.184884,551.859494,-59.433724,0.21547,0.030626,-0.00039,-0.107697,3.005
5.594,-2.210261,3.184878,552.030656,-59.46659,0.238595,0.030668,-0.000432,-0.107723,3.006
5.595,-2.121111,3.184907,551.858356,-59.433979,0.265863,0.01392,-0.000482,-0.107698,3.007
5.596,-2.20935,3.185046,551.68695,-59.466679,0.238496,0.030617,-0.000432,-0.107791,3.008
5.597,-2.209726,3.185165,551.515475,-59.433969,0.215389,0.030529,-0.000391,-0.107765,3.009
5.598,-2.209659,3.097212,551.514492,-59.42987,0.215507,0.042543,-0.000391,-0.107758,3.01
5.599,-2.210166,3.097426,551.686278,-59.462641,0.192556,0.04249,-0.000349,-0.107783,3.011
5.6,-2.210542,3.097546,551.514803,-59.429931,0.169449,0.042401,-0.000307,-0.107758,3.012
5.601,-2.210542,3.097546,551.514803,-59.429931,0.169449,0.042401,-0.000307,-0.107758,3.013
5.602,-2.121496,3.098172,551.342369,-59.46295,0.150716,0.025494,-0.000273,-0.107851,3.014
5.603,-2.210542,3.097546,551.514803,-59.429931,0.169449,0.042401,-0.000307,-0.107758,3.015
5.604,-2.122215,3.097107,551.516746,-59.430226,0.173582,0.059243,-0.000315,-0.107758,3.016
5.605,-2.033168,3.097734,551.344312,-59.463245,0.154849,0.042336,-0.000281,-0.107851,3.017
5.606,-2.033611,2.920008,551.517376,-59.421893,0.131609,0.042453,-0.000239,-0.107743,3.018
5.607,-2.033477,3.0099,551.171854,-59.426437,0.13186,0.054262,-0.000239,-0.107818,3.019
5.608,-1.946234,3.007858,551.520613,-59.426348,0.089567,0.047139,-0.000162,-0.10775,3.02
5.609,-2.03375,3.010336,551.344264,-59.459112,0.062833,0.054112,-0.000114,-0.107844,3.021
5.61,-2.033581,3.010497,551.17172,-59.492067,0.085859,0.054104,-0.000156,-0.107937,3.022
5.611,-2.034299,2.921006,551.001748,-59.455058,0.06242,0.04211,-0.000113,-0.107904,3.023
5.612,-2.034974,2.921059,551.346078,-59.454874,0.016443,0.042065,-0.00003,-0.107836,3.024
5.613,-2.123213,2.921197,551.174672,-59.487574,-0.010924,0.058762,0.00002,-0.107929,3.025
5.614,-2.035351,2.921178,551.174603,-59.422164,-0.006664,0.041976,0.000012,-0.10781,3.026
5.615,-2.034947,2.921561,551.002683,-59.455024,-0.029714,0.041871,0.000054,-0.107903,3.027
5.616,-2.03539,3.009634,550.832191,-59.426413,-0.052939,0.029768,0.000096,-0.107885,3.028
