Time,,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,,,,,Time,,,,,,,,,M000,,,M001,,,M002,,,M003,,,M004,,,M005,,,M006,,
0,0,-3.241824,-2.762992,551.471625,-22.953602,-1.334591,-0.18398,0.00242,-0.041622,,,,,s,,,,,,,,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
0.001,0.001,-3.242368,-2.763034,551.472694,-22.887938,-1.380724,-0.18406,0.002504,-0.041503,,,,,,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.066,0.066,-3.061395,-2.765537,550.956822,-22.659163,-0.980828,-0.12536,0.00178,-0.041127,,,,,0.533333,-4.433331164,-3.130573405,550.2520027,-22.32223674,2.954681317,-0.115334982,-0.005369681,-0.040567651,-307.997,176.179,-23.3133,-340.406,273.23,-18.1226,-267.55,419.731,-1.23495,-298.769,394.612,33.6773,-318.631,304.161,448.812,-319.293,275.323,962.65,-314.286,285.021,1123.34
0.067,0.067,-3.14979,-2.677145,550.955862,-22.662967,-0.985079,-0.154217,0.001788,-0.041134,,,,,0.541667,-4.402925776,-3.217422187,550.190802,-22.43848224,2.964134622,-0.131416614,-0.005387331,-0.040783,-307.892,176.176,-23.2463,-340.38,273.238,-18.0122,-267.511,419.742,-1.17558,-298.762,394.58,33.6878,-318.665,304.002,448.9,-319.465,274.812,962.605,-314.424,284.965,1123.27
0.068,0.068,-3.150194,-2.677528,551.127782,-22.630107,-0.962029,-0.154112,0.001746,-0.041061,,,,,0.55,-4.344327,-3.48391,550.022068,-22.524472,2.897295,-0.132243,-0.005268,-0.040952,-308.078,176.237,-23.2944,-340.356,273.038,-17.9366,-267.482,419.642,-1.09559,-298.606,394.54,33.8344,-318.551,304.118,448.747,-319.391,275.22,962.687,-314.445,284.833,1123.1
0.069,0.069,-3.149818,-2.677647,551.299257,-22.662817,-0.938922,-0.154023,0.001703,-0.041108,,,,,0.558333,-4.167773655,-3.63169291,550.3096763,-22.57254814,2.898102925,-0.128123939,-0.00526668,-0.041018013,-307.803,176.125,-23.2437,-340.491,273.159,-18.2257,-267.514,419.707,-1.19215,-298.663,394.641,33.7833,-318.69,303.805,448.847,-319.288,275.453,962.843,-314.518,285.008,1123.25
0.07,0.07,-3.061551,-2.677284,551.127268,-22.630266,-0.957711,-0.170914,0.001738,-0.041062,,,,,0.566667,-4.167736,-3.572645,550.368231,-22.586444,2.905835,-0.08651,-0.00528,-0.041039,-307.919,176.074,-23.2648,-340.332,273.157,-17.9943,-267.489,419.657,-1.13827,-298.548,394.501,33.8536,-318.668,303.793,448.753,-319.428,275.262,962.638,-314.61,284.844,1123.14
0.071,0.071,-3.061043,-2.677499,550.955482,-22.597496,-0.934761,-0.170861,0.001697,-0.041015,,,,,0.575,-3.990999,-3.39506,550.540925,-22.628066,2.891549,-0.086633,-0.005252,-0.041102,-307.811,176.205,-23.1612,-340.407,273.213,-18.1389,-267.559,419.731,-1.24383,-298.739,394.62,33.7361,-318.715,303.711,448.772,-319.694,275.227,962.825,-314.72,284.928,1123.33
0.072,0.072,-3.060635,-2.675842,550.952995,-22.597696,-0.934311,-0.146941,0.001696,-0.041016,,,,,0.583333,-4.049217385,-3.247706371,550.6537614,-22.61288968,2.965671391,-0.101695976,-0.00538565,-0.041065645,-307.942,176.198,-23.2694,-340.282,273.099,-17.8556,-267.473,419.633,-1.12402,-298.622,394.567,33.8352,-318.737,303.56,448.8,-319.418,275.264,962.629,-314.824,284.814,1123.25
0.073,0.073,-3.14877,-2.6763,550.781723,-22.564766,-0.915677,-0.130085,0.001663,-0.040969,,,,,0.591667,-3.872252742,-3.159245482,550.9409758,-22.69399625,2.982000925,-0.105672955,-0.005412345,-0.04119136,-307.948,176.181,-23.2921,-340.379,273.265,-18.0215,-267.486,419.617,-1.13976,-298.699,394.623,33.7326,-318.603,303.643,448.67,-319.117,275.211,962.689,-314.882,284.668,1123.06
0.074,0.074,-3.148838,-2.588347,550.782706,-22.568865,-0.915795,-0.142099,0.001663,-0.040976,,,,,0.6,-3.902308,-3.129704,551.227529,-22.706053,2.942276,-0.11533,-0.005338,-0.041192,-307.984,176.226,-23.2846,-340.326,273.244,-18.1296,-267.498,419.696,-1.17707,-298.694,394.624,33.773,-318.71,303.481,448.689,-319.589,275.15,962.628,-314.947,284.675,1123.2
0.075,0.075,-3.237165,-2.587908,550.780763,-22.56857,-0.919928,-0.158941,0.00167,-0.040976,,,,,0.608333,-3.872106226,-3.248215838,551.4568398,-22.80997781,3.020470969,-0.079033127,-0.005476984,-0.041362987,-307.86,176.118,-23.2337,-340.357,273.079,-18.1547,-267.506,419.742,-1.18548,-298.698,394.625,33.7869,-318.722,303.315,448.733,-319.647,275.277,962.766,-315.075,284.704,1123.2
0.076,0.076,-3.148394,-2.67642,550.953198,-22.597476,-0.89257,-0.129996,0.00162,-0.041015,,,,,0.616667,-3.812574114,-3.455585537,551.5708245,-22.88773223,3.084571556,-0.093968302,-0.005592333,-0.041495664,-307.999,176.263,-23.2433,-340.256,273.145,-17.9076,-267.438,419.633,-1.13922,-298.576,394.478,33.8804,-318.679,303.346,448.697,-319.659,275.052,962.526,-315.176,284.676,1123.11
0.077,0.077,-3.2374,-2.588129,550.780139,-22.568665,-0.873852,-0.158845,0.001587,-0.040976,,,,,0.625,-3.812962,-3.66299,551.571846,-22.877903,3.084247,-0.097824,-0.005592,-0.041478,-307.932,176.285,-23.1787,-340.335,273.104,-18.066,-267.451,419.663,-1.21039,-298.666,394.602,33.7237,-318.784,303.124,448.717,-319.593,275.104,962.63,-315.183,284.702,1123.28
0.078,0.078,-3.236517,-2.588464,550.779828,-22.568604,-0.827794,-0.158703,0.001503,-0.040976,,,,,0.633333,-3.930351947,-3.8409332,551.5144658,-22.88016078,3.132064369,-0.08638205,-0.005678988,-0.041485976,-308.048,176.267,-23.2366,-340.275,273.001,-17.819,-267.46,419.659,-1.13124,-298.621,394.539,33.8238,-318.795,303.129,448.624,-319.742,274.919,962.464,-315.341,284.637,1123.07
0.079,0.079,-3.23662,-2.587866,550.779694,-22.634234,-0.873795,-0.158861,0.001586,-0.041095,,,,,0.641667,-3.959460317,-3.928969227,551.3414038,-22.82132614,3.138390658,-0.079965251,-0.005692011,-0.041392682,-307.872,176.177,-23.2422,-340.351,273.192,-18.0886,-267.48,419.694,-1.22446,-298.657,394.602,33.7343,-318.745,303.109,448.553,-319.693,275.005,962.535,-315.37,284.634,1123.21
0.08,0.08,-3.148461,-2.588466,550.954181,-22.601575,-0.892688,-0.142011,0.00162,-0.041023,,,,,0.65,-3.988306,-3.751137,551.224794,-22.873473,3.167949,-0.085662,-0.005747,-0.041496,-307.95,176.194,-23.3374,-340.276,273.111,-17.9712,-267.463,419.635,-1.15764,-298.611,394.508,33.8251,-318.841,302.898,448.625,-319.741,275.065,962.59,-315.498,284.528,1123.14
0.081,0.081,-3.236281,-2.588243,550.780452,-22.568509,-0.87387,-0.158799,0.001587,-0.040976,,,,,0.658333,-3.928370011,-3.574305901,551.4534213,-22.81616299,3.23243478,-0.096707616,-0.00586164,-0.041374658,-307.952,176.205,-23.2438,-340.37,273.206,-18.1389,-267.499,419.695,-1.2123,-298.723,394.58,33.7325,-318.821,302.911,448.543,-319.871,274.93,962.435,-315.61,284.466,1122.96
0.082,0.082,-3.236659,-2.499697,550.953326,-22.540084,-0.850672,-0.113145,0.001544,-0.040911,,,,,0.666667,-3.898907,-3.396959,551.223506,-22.759167,3.264696,-0.102365,-0.005923,-0.041288,-307.914,176.172,-23.3203,-340.352,273.155,-18.1355,-267.527,419.804,-1.25742,-298.759,394.563,33.7302,-318.832,302.797,448.558,-319.885,275.377,962.481,-315.642,284.586,1123.21
0.083,0.083,-3.325261,-2.676823,550.951904,-22.531391,-0.85502,-0.129877,0.001552,-0.040895,,,,,0.675,-3.897749,-3.219728,551.222674,-22.767504,3.310968,-0.102332,-0.006007,-0.041304,-307.83,176.15,-23.1804,-340.373,273.177,-18.1255,-267.495,419.766,-1.24162,-298.736,394.534,33.7691,-318.954,302.575,448.585,-319.914,275.062,962.618,-315.634,284.55,1123.28
0.084,0.084,-3.237001,-2.589308,550.954829,-22.535785,-0.851005,-0.12505,0.001545,-0.040903,,,,,0.683333,-3.927243546,-3.279748723,550.9935193,-22.7209709,3.370702636,-0.115761325,-0.006117349,-0.041236013,-307.937,176.239,-23.2337,-340.206,273.118,-17.8119,-267.45,419.652,-1.11586,-298.565,394.441,33.846,-318.864,302.7,448.496,-320.095,274.422,962.243,-315.876,284.434,1123.09
0.085,0.085,-3.236344,-2.499014,550.950869,-22.539948,-0.850488,-0.146789,0.001544,-0.040911,,,,,0.691667,-3.89724,-3.042857,550.879027,-22.644791,3.357027,-0.102318,-0.006094,-0.041107,-307.874,176.198,-23.2258,-340.311,273.203,-18.0122,-267.508,419.764,-1.1847,-298.584,394.455,33.7974,-318.942,302.453,448.564,-320.111,274.745,962.488,-315.954,284.488,1123.15
0.086,0.086,-3.14785,-2.589278,550.782529,-22.503174,-0.823736,-0.141799,0.001496,-0.040857,,,,,0.7,-3.896696,-3.042814,550.877958,-22.710456,3.40316,-0.102238,-0.006178,-0.041226,-308.1,176.335,-23.2323,-340.193,273.15,-17.892,-267.461,419.673,-1.13326,-298.562,394.441,33.8696,-318.92,302.536,448.538,-320.214,274.763,962.407,-316.092,284.367,1123.02
0.087,0.087,-3.23743,-2.678619,551.125796,-22.498491,-0.828102,-0.170495,0.001503,-0.040823,,,,,0.708333,-3.719472619,-3.279181922,550.7649125,-22.65614584,3.426846626,-0.074850186,-0.006221681,-0.041135688,-307.841,176.207,-23.2154,-340.319,273.161,-18.1525,-267.474,419.677,-1.17689,-298.656,394.457,33.7912,-319.05,302.396,448.518,-320.155,274.997,962.657,-316.1,284.431,1123.21
0.088,0.088,-3.237089,-2.589008,551.124292,-22.50279,-0.82777,-0.15859,0.001502,-0.040831,,,,,0.716667,-3.718656876,-3.249367401,550.6492891,-22.67948872,3.473013516,-0.070785196,-0.006307347,-0.041186645,-308.24,176.286,-23.2919,-340.247,273.162,-17.9111,-267.453,419.671,-1.13356,-298.559,394.439,33.8557,-319.035,302.274,448.528,-320.549,274.71,962.774,-316.083,284.392,1123.28
0.089,0.089,-3.325224,-2.589467,550.953021,-22.46986,-0.809137,-0.141734,0.001469,-0.040784,,,,,0.725,-3.718621,-3.39755,550.535757,-22.694573,3.503483,-0.044229,-0.006364,-0.041223,-308.016,176.261,-23.2402,-340.296,273.234,-18.0523,-267.497,419.701,-1.22386,-298.663,394.533,33.7226,-319.083,302.294,448.545,-320.421,274.576,962.32,-316.316,284.266,1123.13
0.09,0.09,-3.236897,-2.589905,550.954963,-22.470155,-0.805004,-0.124892,0.001461,-0.040784,,,,,0.733333,-3.805565792,-3.575605627,550.5901902,-22.69674643,3.645021631,-0.060551696,-0.00662032,-0.041222651,-307.847,176.041,-23.3048,-340.386,273.183,-18.0894,-267.513,419.78,-1.22303,-298.704,394.579,33.6851,-319.018,302.375,448.444,-320.152,274.625,962.522,-316.325,284.327,1123.22
0.091,0.091,-3.236897,-2.589905,550.954963,-22.470155,-0.805004,-0.124892,0.001461,-0.040784,,,,,0.741667,-3.892860831,-3.663463405,550.7585327,-22.72502174,3.694834317,-0.065195649,-0.006708348,-0.041261318,-307.979,176.254,-23.1972,-340.2,273.278,-18.0837,-267.551,419.799,-1.22696,-298.675,394.524,33.7354,-319.152,302.194,448.51,-320.47,274.66,962.429,-316.355,284.32,1123.26
0.092,0.092,-3.324989,-2.677259,550.779494,-22.498716,-0.785993,-0.129728,0.001427,-0.040849,,,,,0.75,-4.069897,-3.663561,550.699275,-22.71375,3.740102,-0.065121,-0.006792,-0.041245,-307.971,176.229,-23.2353,-340.136,273.153,-17.8877,-267.446,419.615,-1.11353,-298.57,394.434,33.8517,-319.178,302.249,448.439,-320.637,274.571,962.34,-316.57,284.082,1123.04
0.093,0.093,-3.324989,-2.677259,550.779494,-22.498716,-0.785993,-0.129728,0.001427,-0.040849,,,,,0.758333,-4.128435776,-3.663388187,550.869454,-22.74626224,3.760452289,-0.076265947,-0.006826331,-0.041291333,-307.954,176.25,-23.1879,-340.324,273.214,-18.1503,-267.549,419.747,-1.2514,-298.678,394.49,33.797,-319.172,302.154,448.495,-320.548,274.745,962.563,-316.598,284.243,1123.25
0.094,0.094,-3.325498,-2.767031,550.953541,-22.461462,-0.809351,-0.141625,0.001469,-0.040768,,,,,0.766667,-4.216598045,-3.576192153,550.7556856,-22.66266869,3.817387878,-0.082488048,-0.006931012,-0.041148651,-308.067,176.345,-23.2355,-340.237,273.206,-17.932,-267.454,419.652,-1.13642,-298.608,394.452,33.8519,-319.226,302.174,448.436,-320.689,274.558,962.386,-316.672,284.103,1123.15
0.095,0.095,-3.325365,-2.677139,550.608019,-22.466006,-0.8091,-0.129816,0.001469,-0.040802,,,,,0.775,-4.245786,-3.75175,550.353292,-22.643655,3.777671,-0.053039,-0.006864,-0.041144,-307.934,176.271,-23.191,-340.266,273.283,-18.0687,-267.509,419.735,-1.23173,-298.738,394.532,33.717,-319.226,302.161,448.461,-320.672,274.6,962.464,-316.774,284.14,1123.25
0.096,0.096,-3.325157,-2.67742,550.952038,-22.465761,-0.809019,-0.129719,0.001468,-0.040776,,,,,0.783333,-4.157831129,-3.782349637,550.4712223,-22.57681721,3.766292146,-0.040130388,-0.006842319,-0.041013391,-307.953,176.164,-23.3043,-340.213,273.099,-17.9041,-267.471,419.632,-1.15287,-298.648,394.454,33.828,-319.291,302.033,448.455,-320.765,274.418,962.348,-316.897,284.1,1123.31
0.097,0.097,-3.23683,-2.677859,550.95398,-22.466056,-0.804886,-0.112877,0.001461,-0.040777,,,,,0.791667,-4.157791476,-3.930030152,550.1272005,-22.54815594,3.781441992,-0.036085371,-0.006873668,-0.040987382,-308.059,176.273,-23.2066,-340.254,273.241,-18.0861,-267.538,419.727,-1.23388,-298.788,394.511,33.7216,-319.26,302.142,448.39,-320.92,274.425,962.326,-317.123,283.847,1123.1
0.098,0.098,-3.325533,-2.677301,550.780563,-22.433051,-0.832126,-0.129808,0.001511,-0.04073,,,,,0.8,-4.15756,-3.841218,550.183044,-22.475881,3.850817,-0.023955,-0.006999,-0.040852,-307.996,176.164,-23.2627,-340.371,273.234,-18.1729,-267.555,419.738,-1.1965,-298.749,394.494,33.7547,-319.335,302.099,448.394,-320.925,274.572,962.568,-317.009,283.949,1123.21
0.099,0.099,-3.324753,-2.677038,550.780118,-22.498621,-0.832069,-0.129824,0.001511,-0.040849,,,,,0.808333,-4.069411051,-3.81305223,550.1855965,-22.39007649,3.900892725,-0.010950334,-0.00709,-0.040695704,-307.955,176.286,-23.1878,-340.29,273.161,-18.1305,-267.535,419.734,-1.23125,-298.738,394.475,33.7664,-319.375,301.928,448.46,-320.94,275.016,962.442,-317.137,284.055,1123.32
0.1,0.1,-3.32465,-2.677635,550.780252,-22.43299,-0.786068,-0.129666,0.001427,-0.040729,,,,,0.816667,-4.039089776,-3.576796187,550.183907,-22.35737524,3.948609289,-0.046955614,-0.007176664,-0.040636,-308.14,176.279,-23.2386,-340.254,273.238,-17.952,-267.491,419.633,-1.1695,-298.62,394.418,33.8643,-319.381,301.991,448.411,-321.067,274.416,962.412,-317.235,283.782,1123.16
0.101,0.101,-3.325026,-2.677516,550.608777,-22.400281,-0.809175,-0.129754,0.00147,-0.040683,,,,,0.825,-4.069375,-3.312375,550.356222,-22.205714,4.016323,-0.064409,-0.007298,-0.040348,-307.971,176.269,-23.2338,-340.285,273.28,-18.0468,-267.528,419.729,-1.23215,-298.808,394.558,33.7031,-319.398,301.859,448.454,-321.145,274.106,962.345,-317.359,283.834,1123.33
0.102,0.102,-3.325026,-2.677516,550.608777,-22.400281,-0.809175,-0.129754,0.00147,-0.040683,,,,,0.833333,-4.099527721,-3.252680555,550.755735,-22.19742052,4.007599497,-0.062022087,-0.007276684,-0.04030336,-308.008,176.212,-23.2896,-340.272,273.121,-17.9301,-267.494,419.667,-1.12754,-298.663,394.454,33.8131,-319.277,301.995,448.311,-321.248,274.227,962.34,-317.497,283.633,1123.12
0.103,0.103,-3.413265,-2.677377,550.437371,-22.432981,-0.836543,-0.113057,0.00152,-0.040755,,,,,0.841667,-4.099360891,-3.312773813,550.700039,-22.13980177,4.014970711,-0.069904053,-0.007290669,-0.040203,-307.902,176.157,-23.2666,-340.301,273.208,-18.0823,-267.528,419.784,-1.17719,-298.692,394.495,33.7347,-319.399,301.875,448.348,-321.334,274.368,962.471,-317.56,283.702,1123.24
0.104,0.104,-3.324959,-2.76547,550.607794,-22.396182,-0.809057,-0.11774,0.001469,-0.040675,,,,,0.85,-4.069777,-3.401471,550.699837,-22.070171,4.062466,-0.052123,-0.007377,-0.040077,-307.988,176.144,-23.3146,-340.208,273.25,-17.9827,-267.473,419.642,-1.127,-298.582,394.393,33.852,-319.469,301.724,448.421,-321.428,274.279,962.517,-317.573,283.596,1123.25
0.105,0.105,-3.32465,-2.677635,550.780252,-22.43299,-0.786068,-0.129666,0.001427,-0.040729,,,,,0.858333,-4.0990769,-3.40175498,550.5849734,-22.00449272,4.091720097,-0.057637655,-0.007431362,-0.039965325,-308.1,176.22,-23.2922,-340.294,273.268,-18.2308,-267.566,419.785,-1.18452,-298.665,394.404,33.7694,-319.429,301.736,448.397,-321.778,274.049,962.488,-317.769,283.46,1123.17
0.106,0.106,-3.32465,-2.677635,550.780252,-22.43299,-0.786068,-0.129666,0.001427,-0.040729,,,,,0.866667,-4.12825187,-3.51974469,550.4693053,-21.95515057,4.120973102,-0.055123949,-0.007486011,-0.039884685,-307.993,176.186,-23.3063,-340.322,273.311,-18.2161,-267.531,419.694,-1.26398,-298.678,394.421,33.7387,-319.402,301.695,448.379,-321.464,274.372,962.48,-317.821,283.559,1123.38
0.107,0.107,-3.324241,-2.675978,550.777765,-22.43319,-0.785618,-0.105745,0.001426,-0.04073,,,,,0.875,-4.06961,-3.758009,550.52936,-21.889345,4.17699,-0.051535,-0.007587,-0.039761,-307.938,176.156,-23.2211,-340.366,273.265,-18.1462,-267.517,419.687,-1.25551,-298.736,394.496,33.6856,-319.546,301.562,448.398,-321.203,274.264,962.658,-317.924,283.516,1123.39
0.108,0.108,-3.32435,-2.677569,550.264447,-22.400465,-0.763198,-0.129709,0.001387,-0.040709,,,,,0.883333,-3.980591,-3.757884,550.700321,-21.922214,4.204415,-0.068248,-0.007635,-0.039808,-308.15,176.319,-23.2694,-340.225,273.134,-17.8868,-267.498,419.626,-1.09369,-298.599,394.418,33.8356,-319.341,301.73,448.213,-321.655,274.016,962.291,-318.029,283.273,1123.17
0.109,0.109,-3.32435,-2.677569,550.264447,-22.400465,-0.763198,-0.129709,0.001387,-0.040709,,,,,0.891667,-3.981178792,-3.84614096,550.7568842,-21.8634381,4.212170631,-0.056188363,-0.007647987,-0.039696651,-307.936,176.091,-23.2881,-340.223,273.235,-18.0367,-267.506,419.662,-1.19537,-298.685,394.443,33.793,-319.584,301.436,448.318,-321.819,274.076,962.405,-318.053,283.316,1123.3
0.11,0.11,-3.323946,-2.677186,550.092527,-22.433324,-0.786248,-0.129814,0.001429,-0.040781,,,,,0.9,-3.98019,-3.935502,550.356512,-21.914,4.250177,-0.068094,-0.007723,-0.039818,-308.085,176.2,-23.3279,-340.248,273.24,-17.9954,-267.471,419.661,-1.12957,-298.588,394.364,33.8613,-319.559,301.452,448.262,-321.858,273.859,962.339,-318.181,283.159,1123.18
0.111,0.111,-3.323879,-2.76514,550.091544,-22.429226,-0.78613,-0.117799,0.001429,-0.040774,,,,,0.908333,-4.069493,-3.935991,550.870953,-21.815031,4.269118,-0.084718,-0.00775,-0.039601,-307.932,176.165,-23.2293,-340.323,273.205,-18.2299,-267.569,419.706,-1.23793,-298.749,394.455,33.7757,-319.561,301.384,448.3,-321.734,274.158,962.447,-318.268,283.233,1123.41
0.112,0.112,-3.323367,-2.76408,550.089191,-22.363795,-0.73968,-0.093721,0.001345,-0.040655,,,,,0.916667,-4.158099,-3.848879,550.872584,-21.75334,4.310684,-0.079772,-0.007825,-0.039489,-308.029,176.146,-23.3365,-340.254,273.13,-17.9375,-267.517,419.652,-1.15043,-298.671,394.398,33.8697,-319.617,301.2,448.325,-321.851,274.115,962.372,-318.341,283.23,1123.46
0.113,0.113,-3.323434,-2.676127,550.090174,-22.367894,-0.739798,-0.105735,0.001345,-0.040662,,,,,0.925,-4.246962,-3.582928,551.042265,-21.798408,4.329772,-0.108695,-0.007857,-0.039559,-307.878,175.993,-23.4075,-340.276,273.359,-18.1342,-267.558,419.727,-1.18554,-298.757,394.437,33.7068,-319.503,301.34,448.281,-321.907,273.649,962.166,-318.44,282.955,1123.19
0.114,0.114,-3.412418,-2.765982,550.092192,-22.363436,-0.744447,-0.100839,0.001353,-0.040654,,,,,0.933333,-4.041025413,-3.671966287,551.2747902,-21.7510549,4.324243544,-0.068548434,-0.007843984,-0.039456024,-308.181,176.269,-23.3256,-340.281,273.216,-18.1836,-267.531,419.643,-1.21897,-298.797,394.434,33.6891,-319.462,301.249,448.181,-322.027,273.854,962.336,-318.48,283.015,1123.33
0.115,0.115,-3.32405,-2.943302,550.092199,-22.355198,-0.740344,-0.117532,0.001346,-0.040639,,,,,0.941667,-4.040828536,-3.820144658,551.6753298,-21.77669842,4.378033819,-0.064258005,-0.007935677,-0.039474013,-307.986,176.181,-23.3111,-340.22,273.25,-18.1807,-267.498,419.654,-1.18035,-298.803,394.395,33.7096,-319.633,301.043,448.259,-322.045,273.978,962.34,-318.54,282.939,1123.33
0.116,0.116,-3.323775,-2.765737,550.091678,-22.363595,-0.74013,-0.117641,0.001345,-0.040654,,,,,0.95,-3.98156,-3.849957,551.389328,-21.720785,4.388342,-0.079435,-0.007959,-0.039393,-308.129,176.185,-23.3106,-340.203,273.292,-18.0565,-267.45,419.612,-1.10912,-298.629,394.313,33.8659,-319.679,300.993,448.201,-321.968,274.514,961.964,-318.696,282.687,1123.17
0.117,0.117,-3.412418,-2.765982,550.092192,-22.363436,-0.744447,-0.100839,0.001353,-0.040654,,,,,0.958333,-3.892407541,-3.938643373,551.3328748,-21.70602857,4.430956369,-0.050465637,-0.008037013,-0.039370349,-307.896,176.093,-23.2793,-340.26,273.391,-18.2722,-267.51,419.671,-1.20598,-298.707,394.375,33.758,-319.654,300.855,448.227,-322.102,273.923,962.377,-318.692,282.856,1123.33
0.118,0.118,-3.323741,-2.855468,550.264656,-22.392006,-0.717354,-0.129458,0.001304,-0.040693,,,,,0.966667,-3.892271793,-4.085915289,550.7601893,-21.67740242,4.399953162,-0.046582644,-0.007988653,-0.039358942,-308.017,176.185,-23.3148,-340.177,273.265,-17.9633,-267.507,419.667,-1.16128,-298.628,394.361,33.8487,-319.687,300.842,448.177,-322.338,273.094,962.203,-318.863,282.587,1123.2
0.119,0.119,-3.32405,-2.943302,550.092199,-22.355198,-0.740344,-0.117532,0.001346,-0.040639,,,,,0.975,-3.979399,-3.938011,550.528523,-21.684189,4.457288,-0.067373,-0.008096,-0.039388,-307.868,176.11,-23.2503,-340.22,273.309,-18.1638,-267.47,419.72,-1.19334,-298.649,394.39,33.7465,-319.745,300.8,448.144,-322.245,273.804,962.339,-318.779,282.735,1123.38
0.12,0.12,-3.322825,-2.854025,550.090384,-22.359436,-0.693954,-0.105484,0.001262,-0.040647,,,,,0.983333,-4.067211979,-3.907572743,550.0681475,-21.64176252,4.437735206,-0.08035467,-0.00806732,-0.039343688,-308.022,176.119,-23.3114,-340.153,273.192,-17.9716,-267.488,419.701,-1.12033,-298.584,394.34,33.8356,-319.715,300.638,448.146,-322.262,273.79,962.326,-318.84,282.679,1123.32
0.121,0.121,-3.322892,-2.766072,550.091367,-22.363534,-0.694072,-0.117499,0.001262,-0.040654,,,,,0.991667,-4.096510708,-3.878034703,550.0678685,-21.55553878,4.451741849,-0.081887385,-0.008093001,-0.039187328,-308.115,176.222,-23.2885,-340.321,273.195,-18.1779,-267.509,419.739,-1.15496,-298.706,394.434,33.7695,-319.706,300.745,448.077,-322.453,273.423,962.234,-319.048,282.413,1123.13
